Source,Dest,Weight
T CELL LINEAGE           ,TRANSITIONAL CLUB AT2    ,0.004228002857416868
SUBPLEURAL FIBROBLASTS   ,CD4+ MEMORY/EFFECTOR T   ,0.004227467346936464
CD4 T CELLS              ,PROLIFERATING MACROPHAGE ,0.004227095749229193
SUPRABASAL               ,MYOFIBROBLASTS           ,0.004226047545671463
PLASMACYTOID DCS         ,LYMPHATIC EC MATURE      ,0.0042257122695446014
CAPILLARY INTERMEDIATE   ,LYMPHATIC EC PROLIFERATING,0.004225359298288822
BLOOD VESSELS            ,EC ARTERIAL              ,0.0042250133119523525
CD4 T                    ,MUCOUS                   ,0.004224966745823622
MYOFIBROBLASTS           ,PLASMACYTOID DENDRITIC   ,0.004224911332130432
ADVENTITIAL FIBROBLASTS  ,CD4 T CELLS              ,0.004224092233926058
B CELLS                  ,PLASMA                   ,0.004223281983286142
EC VENOUS                ,MYELOID                  ,0.0042228675447404385
CD8 T CELLS              ,NON CLASSICAL MONOCYTES  ,0.004222385119646788
T CELL LINEAGE           ,PERIBRONCHIAL FIBROBLASTS,0.00422225845977664
FIBROBLAST LINEAGE       ,BASOPHIL/MAST 2          ,0.004221940413117409
DC2                      ,AIRWAY EPITHELIUM        ,0.004220903851091862
CD4 T CELLS              ,SMG MUCOUS               ,0.004217234905809164
FIBROBLASTS              ,EC ARTERIAL              ,0.004216474015265703
MYOFIBROBLASTS           ,CD8 T CELLS              ,0.004216297995299101
EC VENOUS PULMONARY      ,LYMPHATIC EC MATURE      ,0.004215654917061329
PLASMACYTOID DCS         ,NATURAL KILLER T         ,0.004215618129819632
EC CAPILLARY             ,SUBPLEURAL FIBROBLASTS   ,0.004213425796478987
EPITHELIAL               ,CLASSICAL MONOCYTES      ,0.004209031350910664
PLASMACYTOID DCS         ,EC ARTERIAL              ,0.004209014121443033
FIBROBLAST LINEAGE       ,CD4+ NAIVE T             ,0.004208690486848354
NATURAL KILLER T         ,BASAL RESTING            ,0.0042072562500834465
MYELOID DENDRITIC TYPE 1 ,INTERSTITIAL MΦ PERIVASCULAR,-0.004205127712339163
LYMPHATIC EC DIFFERENTIATING,EC AEROCYTE CAPILLARY    ,0.004204044118523598
MYELOID DENDRITIC TYPE 1 ,B CELL LINEAGE           ,0.004203028045594692
EPITHELIAL               ,ALVEOLAR FIBROBLASTS     ,0.004200132563710213
CD8 T                    ,DENDRITIC                ,-0.004199581686407328
NEUROENDOCRINE           ,T CELLS PROLIFERATING    ,0.00419722031801939
MULTICILIATED LINEAGE    ,SMG MUCOUS               ,0.004196761175990105
PERICYTES                ,IGSF21+ DENDRITIC        ,0.004194261506199837
TUFT                     ,ENDOTHELIAL              ,0.00419422285631299
CD16+ MONOCYTE           ,EC GENERAL CAPILLARY     ,0.004193444270640612
LYMPHATIC EC MATURE      ,LYMPHATIC                ,0.004191807471215725
BLOOD VESSELS            ,T CELL LINEAGE           ,0.004191577434539795
BASAL                    ,LYMPHATIC EC DIFFERENTIATING,-0.004191522020846605
EC VENOUS                ,SIGNALING ALVEOLAR EPITHELIAL TYPE 2,0.004191512707620859
FIBROBLAST LINEAGE       ,NK CELLS                 ,0.004190700128674507
NONCLASSICAL MONOCYTE    ,INTERSTITIAL MΦ PERIVASCULAR,0.004190403968095779
MONOCYTE DERIVED MΦ      ,FIBROMYOCYTE             ,0.004190325271338224
ADVENTITIAL FIBROBLAST   ,MYELOID DENDRITIC TYPE 2 ,0.004190064966678619
T CELLS PROLIFERATING    ,TUFT                     ,0.004189748782664537
FIBROMYOCYTES            ,ALVEOLAR MACROPHAGES     ,0.004189569037407637
EC VENOUS PULMONARY      ,MYELOID DENDRITIC TYPE 1 ,0.004188938532024622
B CELLS                  ,MUCOUS                   ,0.004188320599496365
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,B                        ,0.004187921527773142
CLUB                     ,GOBLET                   ,0.004187725950032473
LYMPHATIC EC             ,DIFFERENTIATING BASAL    ,0.004187695682048798
CD4+ MEMORY/EFFECTOR T   ,MULTICILIATED            ,0.004187140613794327
B CELLS                  ,DENDRITIC                ,0.004186451900750399
STROMA                   ,DENDRITIC                ,0.0041863746009767056
EC VENOUS SYSTEMIC       ,EC CAPILLARY             ,0.004186284262686968
MYELOID DENDRITIC TYPE 1 ,TRANSITIONAL CLUB AT2    ,0.004185797180980444
CD4+ MEMORY/EFFECTOR T   ,STROMA                   ,0.004184499848634005
T CELL LINEAGE           ,INTERMEDIATE MONOCYTE    ,0.004184386692941189
EC CAPILLARY             ,MACROPHAGES              ,0.004184253979474306
VASCULAR SMOOTH MUSCLE   ,MYELOID DENDRITIC TYPE 1 ,0.004183292388916016
ADVENTITIAL FIBROBLASTS  ,B CELLS                  ,0.004183114040642977
BRONCHIAL VESSEL 1       ,CD4+ MEMORY/EFFECTOR T   ,0.004182141739875078
EC VENOUS                ,CD8+ NAIVE T             ,0.004181584343314171
BASAL RESTING            ,IGSF21+ DENDRITIC        ,0.004179566632956266
EC GENERAL CAPILLARY     ,DIFFERENTIATING BASAL    ,0.004178978502750397
CLUB                     ,PROXIMAL BASAL           ,0.00417872192338109
BASOPHIL/MAST            ,CD8+ MEMORY/EFFECTOR T   ,0.004178347997367382
EPITHELIAL               ,CD8+ NAIVE T             ,0.00417793495580554
FIBROBLAST               ,BRONCHIAL VESSEL 2       ,0.004177779424935579
SM ACTIVATED STRESS RESPONSE,AT1                      ,-0.004177328664809465
ALVEOLAR FIBROBLASTS     ,PLASMA CELLS             ,0.004176669288426638
CD4 T                    ,SEROUS                   ,0.004176638089120388
MULTICILIATED            ,TUFT                     ,0.004176353570073843
EC VENOUS SYSTEMIC       ,CLASSICAL MONOCYTE       ,0.004176099319010973
DIFFERENTIATING BASAL    ,T CELL LINEAGE           ,0.004176092334091663
EC VENOUS SYSTEMIC       ,CD8 T CELLS              ,0.004175008740276098
EC GENERAL CAPILLARY     ,SUBPLEURAL FIBROBLASTS   ,0.004174986854195595
CD8+ NAIVE T             ,FIBROMYOCYTE             ,0.004174794536083937
MYELOID DENDRITIC TYPE 2 ,SUBMUCOSAL GLAND         ,0.004174670670181513
EPITHELIAL               ,ENDOTHELIAL              ,0.004174599889665842
GOBLET                   ,NONCLASSICAL MONOCYTE    ,0.0041744280606508255
ENDOTHELIAL              ,ALVEOLAR MΦ CCL3+        ,0.004174313973635435
EC ARTERIAL              ,MULTICILIATED (NASAL)    ,0.004174296278506517
T CELLS PROLIFERATING    ,ADVENTITIAL FIBROBLAST   ,0.004172988701611757
EC VENOUS                ,MYELOID DENDRITIC TYPE 1 ,0.004171346314251423
LYMPHATIC EC PROLIFERATING,EC AEROCYTE CAPILLARY    ,0.004170927684754133
CD4+ NAIVE T             ,CAPILLARY INTERMEDIATE 2 ,0.004170054104179144
FIBROBLASTS              ,ADVENTITIAL FIBROBLASTS  ,0.0041697402484714985
SM ACTIVATED STRESS RESPONSE,CD8+ MEMORY/EFFECTOR T   ,0.0041688610799610615
CD8 T                    ,SECRETORY                ,-0.004166834056377411
LYMPHATIC EC             ,PERIBRONCHIAL FIBROBLASTS,0.004165688995271921
AIRWAY EPITHELIUM        ,CLASSICAL MONOCYTE       ,0.004165140446275473
CLUB                     ,BRONCHIAL VESSEL         ,0.004165086429566145
LYMPHATIC EC PROLIFERATING,BASOPHIL/MAST            ,0.004164586775004864
IONOCYTE                 ,MULTICILIATED            ,0.004164218436926603
EC GENERAL CAPILLARY     ,MIGRATORY DCS            ,0.00416409969329834
PLASMACYTOID DCS         ,INNATE LYMPHOID CELL NK  ,0.004163028206676245
SUBPLEURAL FIBROBLASTS   ,MACROPHAGE               ,0.004162854980677366
FIBROBLAST LINEAGE       ,ADVENTITIAL FIBROBLAST   ,0.004161989316344261
SM ACTIVATED STRESS RESPONSE,FIBROBLASTS              ,0.00416158139705658
T CELL LINEAGE           ,RARE                     ,0.004161396529525518
CAPILLARY AEROCYTE       ,ALVEOLAR FIBROBLAST      ,0.0041612000204622746
LYMPHATIC EC PROLIFERATING,T CELLS PROLIFERATING    ,0.0041605099104344845
LYMPHATIC EC PROLIFERATING,EC VENOUS PULMONARY      ,0.0041595627553761005
EC ARTERIAL              ,MAST CELLS               ,0.004157760180532932
BASOPHIL/MAST 1          ,SMG SEROUS (NASAL)       ,-0.004157196264714003
OLR1+ CLASSICAL MONOCYTE ,AT2                      ,0.004156405106186867
TUFT                     ,CD8+ NAIVE T             ,0.00415588915348053
CD4 T                    ,CD16+ MONOCYTE           ,0.004155589267611504
LYMPHATIC EC             ,PERICYTES                ,0.0041546388529241085
NATURAL KILLER T         ,STROMA                   ,0.004154426511377096
OLR1+ CLASSICAL MONOCYTE ,CAPILLARY INTERMEDIATE 1 ,0.004154309630393982
MYOFIBROBLASTS           ,LYMPHATIC EC MATURE      ,0.004154188558459282
PROLIFERATING NK/T       ,IMMUNE                   ,0.004151507746428251
TRANSITIONAL CLUB AT2    ,ALVEOLAR MΦ CCL3+        ,0.0041510616429150105
NONCLASSICAL MONOCYTE    ,INTERSTITIAL MACROPHAGES ,0.004150214605033398
CD14+ MONOCYTE           ,ALVEOLAR FIBROBLASTS     ,0.004149692598730326
ENDOTHELIAL              ,SUBPLEURAL FIBROBLASTS   ,0.004149619489908218
FIBROMYOCYTE             ,NONCLASSICAL MONOCYTE    ,-0.00414920412003994
SUPRABASAL               ,ALVEOLAR FIBROBLASTS     ,0.004147578962147236
GOBLET (NASAL)           ,BRONCHIAL VESSEL 1       ,0.004147364757955074
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,PLASMACYTOID DCS         ,0.004147081635892391
SM ACTIVATED STRESS RESPONSE,PERICYTES                ,0.0041453358717262745
SMOOTH MUSCLE            ,DENDRITIC                ,0.0041442555375397205
SM ACTIVATED STRESS RESPONSE,CD8+ NAIVE T             ,0.004144225735217333
DC2                      ,FIBROMYOCYTES            ,0.004144132602959871
CD4 T                    ,BASOPHIL/MAST 1          ,0.004143781028687954
T CELL LINEAGE           ,ALVEOLAR MΦ CCL3+        ,0.004143568687140942
CD8+ MEMORY/EFFECTOR T   ,BLOOD VESSELS            ,0.0041435048915445805
IMMUNE                   ,FIBROMYOCYTE             ,-0.0041434927843511105
BASOPHIL/MAST            ,ADVENTITIAL FIBROBLASTS  ,0.004142955411225557
CD8 T                    ,PLASMACYTOID DENDRITIC   ,-0.004142401274293661
ADVENTITIAL FIBROBLASTS  ,CD4+ MEMORY/EFFECTOR T   ,0.004141329787671566
RARE                     ,CLASSICAL MONOCYTES      ,0.004140398930758238
CD8+ MEMORY/EFFECTOR T   ,SUBPLEURAL FIBROBLASTS   ,0.004139901138842106
ADVENTITIAL FIBROBLAST   ,MUCOUS                   ,0.00413972744718194
IONOCYTE                 ,NEUROENDOCRINE           ,0.004139681346714497
CD8+ NAIVE T             ,AIRWAY SMOOTH MUSCLE     ,0.004139572381973267
AT2                      ,VASCULAR SMOOTH MUSCLE   ,0.004139138851314783
BASAL                    ,SUBMUCOSAL GLAND         ,0.0041391379199922085
BASOPHIL/MAST 1          ,CLASSICAL MONOCYTES      ,-0.00413899589329958
RARE                     ,MYELOID                  ,0.004138666670769453
CD8 T                    ,CILIATED                 ,-0.004137482959777117
INTERMEDIATE MONOCYTE    ,BRONCHIAL VESSEL         ,0.004137304611504078
GOBLET (NASAL)           ,MYELOID DENDRITIC TYPE 1 ,0.004136874806135893
CLUB                     ,FIBROBLASTS              ,0.0041358149610459805
CLUB                     ,EC GENERAL CAPILLARY     ,0.004135590046644211
MULTICILIATED            ,AT2                      ,0.004134926479309797
EPITHELIAL               ,SM ACTIVATED STRESS RESPONSE,-0.004133930429816246
FIBROMYOCYTES            ,FIBROBLASTS              ,0.004133882932364941
VASCULAR SMOOTH MUSCLE   ,EC GENERAL CAPILLARY     ,0.004133215639740229
CD4+ NAIVE T             ,ALVEOLAR FIBROBLAST      ,0.004132270812988281
SMG SEROUS               ,MYELOID DENDRITIC TYPE 1 ,0.004130125977098942
MULTICILIATED (NON_NASAL),INTERSTITIAL MACROPHAGES ,0.004128921777009964
DC2                      ,AT1                      ,-0.004128251690417528
CAPILLARY AEROCYTE       ,TRANSITIONAL CLUB AT2    ,0.00412754388526082
EREG+ DENDRITIC          ,MYOFIBROBLASTS           ,0.004127477761358023
MULTICILIATED            ,EC AEROCYTE CAPILLARY    ,0.004127405118197203
PERIBRONCHIAL FIBROBLASTS,EC VENOUS SYSTEMIC       ,0.004127312917262316
EC CAPILLARY             ,MULTICILIATED            ,0.004127128981053829
FIBROBLASTS              ,GOBLET                   ,0.004126065876334906
LYMPHATIC EC MATURE      ,CAPILLARY INTERMEDIATE 2 ,0.004125768784433603
SMOOTH MUSCLE            ,ALVEOLAR MACROPHAGES     ,0.004125378560274839
RARE                     ,CD4+ NAIVE T             ,0.004124946892261505
EPITHELIAL               ,CD4 T CELLS              ,0.004124793689697981
MULTICILIATED            ,CD16+ MONOCYTE           ,0.004124754574149847
EPITHELIAL               ,B CELLS                  ,0.004124529659748077
LYMPHATIC EC             ,CLUB (NASAL)             ,0.004124374594539404
PERICYTE                 ,EC VENOUS                ,0.0041232337243855
OLR1+ CLASSICAL MONOCYTE ,FIBROBLASTS              ,0.004123038146644831
LYMPHATIC EC             ,NON CLASSICAL MONOCYTES  ,0.004123035352677107
EC CAPILLARY             ,CLUB (NON_NASAL)         ,0.004122985992580652
MIGRATORY DCS            ,BASOPHIL/MAST 1          ,0.004122538957744837
CAPILLARY INTERMEDIATE   ,BASAL                    ,0.004121997859328985
ALVEOLAR EPITHELIUM      ,SMG MUCOUS               ,0.004121510777622461
T CELL LINEAGE           ,AT1                      ,0.004120666068047285
MULTICILIATED            ,IGSF21+ DENDRITIC        ,-0.004120499361306429
INNATE LYMPHOID CELL NK  ,EC GENERAL CAPILLARY     ,0.004119109828025103
CLASSICAL MONOCYTES      ,FIBROMYOCYTE             ,0.004118137527257204
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,EPITHELIAL               ,0.004117999225854874
ALVEOLAR EPITHELIUM      ,EC VENOUS                ,0.004117590840905905
ENDOTHELIAL              ,ADVENTITIAL FIBROBLASTS  ,0.004117265343666077
MIGRATORY DCS            ,CAPILLARY AEROCYTE       ,0.00411702087149024
TRANSITIONAL CLUB AT2    ,EPITHELIAL               ,0.004116908181458712
LYMPHATIC EC             ,NATURAL KILLER T         ,0.0041163344867527485
OLR1+ CLASSICAL MONOCYTE ,CD4 T                    ,0.004115162882953882
T CELL LINEAGE           ,ADVENTITIAL FIBROBLAST   ,0.004112761002033949
NEUROENDOCRINE           ,TUFT                     ,0.00411138916388154
DIFFERENTIATING BASAL    ,CD8+ NAIVE T             ,0.0041095600463449955
CAPILLARY INTERMEDIATE 1 ,EC VENOUS                ,0.004107246641069651
GOBLET                   ,SMG SEROUS               ,0.004106870386749506
MIGRATORY DCS            ,SM ACTIVATED STRESS RESPONSE,0.004106052685528994
T CELLS PROLIFERATING    ,MAST CELLS               ,0.004105276893824339
AIRWAY EPITHELIUM        ,PROLIFERATING MACROPHAGE ,0.004103248473256826
FIBROBLASTS              ,NATURAL KILLER T         ,0.004103205166757107
RARE                     ,GOBLET (NASAL)           ,0.004103041719645262
CAPILLARY INTERMEDIATE 1 ,VEIN                     ,0.004100881516933441
AT2                      ,CLASSICAL MONOCYTES      ,0.004100819118320942
T CELL LINEAGE           ,EPITHELIAL               ,0.004100392106920481
MESOTHELIUM              ,NATURAL KILLER T         ,0.004100290592759848
FIBROMYOCYTE             ,MYELOID                  ,-0.004100123420357704
EC ARTERIAL              ,MESOTHELIUM              ,0.004100107587873936
TUFT                     ,PLASMACYTOID DCS         ,0.004099344834685326
EC CAPILLARY             ,PLASMACYTOID DENDRITIC   ,0.004098998382687569
MULTICILIATED LINEAGE    ,EC CAPILLARY             ,0.004097656812518835
LYMPHATIC EC             ,TRANSITIONAL CLUB AT2    ,0.004096848424524069
STROMA                   ,INTERSTITIAL MACROPHAGES ,0.004094818141311407
NK CELLS                 ,MESOTHELIUM              ,0.004094485193490982
SM ACTIVATED STRESS RESPONSE,ALVEOLAR MΦ PROLIFERATING,0.004093019757419825
CD4+ NAIVE T             ,ALVEOLAR EPITHELIAL TYPE 1,0.0040926216170191765
BLOOD VESSELS            ,ALVEOLAR MACROPHAGES     ,0.004091816488653421
STROMA                   ,MESOTHELIUM              ,0.004091501235961914
NATURAL KILLER T         ,NK CELLS                 ,0.004090902861207724
PLASMACYTOID DCS         ,CD8 T CELLS              ,0.004090208560228348
GOBLET                   ,CD8 T CELLS              ,0.004088514484465122
ALVEOLAR FIBROBLASTS     ,PLASMACYTOID DENDRITIC   ,0.004087341483682394
T CELL LINEAGE           ,VEIN                     ,0.004087297711521387
ALVEOLAR FIBROBLASTS     ,PLASMA                   ,0.004085590597242117
FIBROBLAST LINEAGE       ,CLUB (NASAL)             ,0.004084540531039238
NK CELLS                 ,MYOFIBROBLASTS           ,0.004084288142621517
EC VENOUS SYSTEMIC       ,LYMPHATIC                ,0.0040838709101080894
CD4+ MEMORY/EFFECTOR T   ,EREG+ DENDRITIC          ,0.004081238526850939
ALVEOLAR FIBROBLASTS     ,MACROPHAGES              ,0.004080082755535841
T CELLS PROLIFERATING    ,EC VENOUS SYSTEMIC       ,0.004079706966876984
FIBROMYOCYTES            ,PLASMACYTOID DCS         ,0.00407964875921607
PROLIFERATING MACROPHAGE ,PLASMA                   ,0.00407946202903986
CD8+ MEMORY/EFFECTOR T   ,BASAL                    ,0.004078098107129335
AT2                      ,GOBLET (NASAL)           ,0.004078061785548925
AT2 PROLIFERATING        ,LYMPHATIC EC MATURE      ,-0.004077994730323553
LYMPHATIC EC             ,AT2                      ,0.004077585879713297
TUFT                     ,T CELL LINEAGE           ,0.004077205900102854
ALVEOLAR FIBROBLASTS     ,CLUB (NON_NASAL)         ,0.004076178651303053
CD16+ MONOCYTE           ,INNATE LYMPHOID CELL NK  ,0.004076055251061916
GOBLET                   ,B CELLS                  ,0.004075304605066776
CD4+ MEMORY/EFFECTOR T   ,DENDRITIC CELLS          ,0.004075051285326481
BASOPHIL/MAST            ,EC VENOUS                ,0.00407461728900671
GOBLET                   ,CD14+ MONOCYTE           ,0.004073364194482565
CD4+ MEMORY/EFFECTOR T   ,EC GENERAL CAPILLARY     ,0.0040724435821175575
BASAL                    ,EC VENOUS SYSTEMIC       ,0.004070678260177374
PERICYTES                ,MULTICILIATED            ,0.004070376046001911
ENDOTHELIAL              ,MYELOID DENDRITIC TYPE 2 ,0.00407031737267971
FIBROBLASTS              ,STROMA                   ,0.004068328998982906
VASCULAR SMOOTH MUSCLE   ,GOBLET                   ,0.00406799977645278
CD8+ NAIVE T             ,INNATE LYMPHOID CELL NK  ,0.004067189525812864
NEUROENDOCRINE           ,SMG MUCOUS               ,-0.00406682537868619
CD4 T                    ,PROLIFERATING BASAL      ,0.00406660558655858
CD4+ MEMORY/EFFECTOR T   ,CILIATED                 ,0.004066284280270338
FIBROBLAST LINEAGE       ,LYMPHATIC EC             ,0.004065538290888071
VASCULAR SMOOTH MUSCLE   ,EC VENOUS                ,0.00406470475718379
INNATE LYMPHOID CELL NK  ,ALVEOLAR MACROPHAGES     ,0.004063793923705816
BRONCHIAL VESSEL 1       ,MUCOUS                   ,0.004063429776579142
LYMPHATIC EC MATURE      ,LYMPHATIC EC             ,0.004062952008098364
